,ReleaseDate,TaxID,ScientificName,species_tax_id,class_tax_id,strain_tax_id,species,LibraryLayout,Platform,Model,Run,SRAStudy,BioProject,ProjectID,Sample,BioSample,Submission,LibraryStrategy,LibrarySelection,LibrarySource,Body_Site,CenterName,InsertSize,InsertDev,SRA ID,Biosample,GEO Series,GEO Sample,PMID,biosample_strain,biosample_genotype,project,condition,rep_name,reference_condition,strain_description,base_media,carbon_source,nitrogen_source,aerobicity,supplement,temperature,pH,growth_phase,OD,additional_notes,R1,R2,passed_fastqc,passed_pct_reads_mapped,passed_reads_mapped_to_CDS,passed_global_correlation,full_name,passed_similar_replicates,passed_number_replicates
SRX5653264,2019-09-26 16:21:09,2285,Sulfolobus acidocaldarius,2285,183924,2285,Sulfolobus acidocaldarius,SINGLE,ILLUMINA,NextSeq 500,SRR8866151;SRR8866152;SRR8866153;SRR8866154,SRP191407,PRJNA531435,531435,SRS4598405,SAMN11357838,SRA870765,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,7616668,11357838,GSE129463,GSM3713297,31552000.0,SK-1,,YtrA,overexpr,1.0,wt,"Homologous ytrASa overexpression strain (Uracil auxotrophic, del_suaI strain for genetic experiments)",Brock,,(NH4)2SO4(1.3),,"0.2% sucrose, 0.2% NZamine, 10mg/mL uracil",75.0,3.5,,,,,,True,True,True,True,YtrA:overexpr,True,True
SRX5653265,2019-09-26 16:21:09,2285,Sulfolobus acidocaldarius,2285,183924,2285,Sulfolobus acidocaldarius,SINGLE,ILLUMINA,NextSeq 500,SRR8866155;SRR8866156;SRR8866157;SRR8866158,SRP191407,PRJNA531435,531435,SRS4598406,SAMN11357837,SRA870765,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,7616669,11357837,GSE129463,GSM3713298,31552000.0,SK-1,,YtrA,overexpr,2.0,wt,"Homologous ytrASa overexpression strain (Uracil auxotrophic, del_suaI strain for genetic experiments)",Brock,,(NH4)2SO4(1.3),,"0.2% sucrose, 0.2% NZamine, 10mg/mL uracil",75.0,3.5,,,,,,True,True,True,True,YtrA:overexpr,True,True
SRX5653266,2019-09-26 16:21:09,2285,Sulfolobus acidocaldarius,2285,183924,2285,Sulfolobus acidocaldarius,SINGLE,ILLUMINA,NextSeq 500,SRR8866159;SRR8866160;SRR8866161;SRR8866162,SRP191407,PRJNA531435,531435,SRS4598413,SAMN11357836,SRA870765,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,7616670,11357836,GSE129463,GSM3713299,31552000.0,SK-1,,YtrA,overexpr,3.0,wt,"Homologous ytrASa overexpression strain (Uracil auxotrophic, del_suaI strain for genetic experiments)",Brock,,(NH4)2SO4(1.3),,"0.2% sucrose, 0.2% NZamine, 10mg/mL uracil",75.0,3.5,,,,,,True,True,True,True,YtrA:overexpr,True,True
SRX5653267,2019-09-26 16:21:09,2285,Sulfolobus acidocaldarius,2285,183924,2285,Sulfolobus acidocaldarius,SINGLE,ILLUMINA,NextSeq 500,SRR8866163;SRR8866164;SRR8866165;SRR8866166,SRP191407,PRJNA531435,531435,SRS4598409,SAMN11357835,SRA870765,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,7616671,11357835,GSE129463,GSM3713300,31552000.0,SK-1,,YtrA,wt,1.0,wt,"Isogenic wild type of homologous ytrASa overexpression strain (Uracil auxotrophic, del_suaI strain for genetic experiments)",Brock,,(NH4)2SO4(1.3),,"0.2% sucrose, 0.2% NZamine, 10mg/mL uracil",75.0,3.5,,,,,,True,True,True,True,YtrA:wt,True,True
SRX5653268,2019-09-26 16:21:09,2285,Sulfolobus acidocaldarius,2285,183924,2285,Sulfolobus acidocaldarius,SINGLE,ILLUMINA,NextSeq 500,SRR8866167;SRR8866168;SRR8866170;SRR8866171,SRP191407,PRJNA531435,531435,SRS4598408,SAMN11357834,SRA870765,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,7616672,11357834,GSE129463,GSM3713301,31552000.0,SK-1,,YtrA,wt,2.0,wt,"Isogenic wild type of homologous ytrASa overexpression strain (Uracil auxotrophic, del_suaI strain for genetic experiments)",Brock,,(NH4)2SO4(1.3),,"0.2% sucrose, 0.2% NZamine, 10mg/mL uracil",75.0,3.5,,,,,,True,True,True,True,YtrA:wt,True,True
SRX5653269,2019-09-26 16:21:09,2285,Sulfolobus acidocaldarius,2285,183924,2285,Sulfolobus acidocaldarius,SINGLE,ILLUMINA,NextSeq 500,SRR8866172;SRR8866173;SRR8866174;SRR8866175,SRP191407,PRJNA531435,531435,SRS4598407,SAMN11357833,SRA870765,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,7616673,11357833,GSE129463,GSM3713302,31552000.0,SK-1,,YtrA,wt,3.0,wt,"Isogenic wild type of homologous ytrASa overexpression strain (Uracil auxotrophic, del_suaI strain for genetic experiments)",Brock,,(NH4)2SO4(1.3),,"0.2% sucrose, 0.2% NZamine, 10mg/mL uracil",75.0,3.5,,,,,,True,True,True,True,YtrA:wt,True,True
SRX6762909,2019-09-19 16:33:15,2285,Sulfolobus acidocaldarius,2285,183924,2285,Sulfolobus acidocaldarius,PAIRED,ILLUMINA,NextSeq 500,SRR10026621,SRP187965,PRJNA526225,526225,SRS5311422,SAMN12644731,SRA857651,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,8907445,12644731,GSE128063,GSM4050868,31539494.0,DSM 639,DpyrEF,Chrom,sac_MW001,1.0,sac_MW001,,Brock,,(NH4)2SO4(1.3),,"0.2% sucrose, 0.1% tryptone, 10µg/mL uracil",78.0,3.2,Log phase cells,,,,,True,True,True,True,Chrom:sac_MW001,True,True
SRX6762910,2019-09-19 16:33:15,2285,Sulfolobus acidocaldarius,2285,183924,2285,Sulfolobus acidocaldarius,PAIRED,ILLUMINA,NextSeq 500,SRR10026622,SRP187965,PRJNA526225,526225,SRS5311423,SAMN12644730,SRA857651,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,8907446,12644730,GSE128063,GSM4050869,31539494.0,DSM 639,DpyrEF,Chrom,sac_MW001,2.0,sac_MW001,,Brock,,(NH4)2SO4(1.3),,"0.2% sucrose, 0.1% tryptone, 10µg/mL uracil",78.0,3.2,Log phase cells,,,,,True,True,True,True,Chrom:sac_MW001,True,True
SRX6762911,2019-09-19 16:33:15,2285,Sulfolobus acidocaldarius,2285,183924,2285,Sulfolobus acidocaldarius,PAIRED,ILLUMINA,NextSeq 500,SRR10026623,SRP187965,PRJNA526225,526225,SRS5311424,SAMN12644729,SRA857651,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,8907447,12644729,GSE128063,GSM4050870,31539494.0,DSM 639,DpyrEF DfadR,Chrom,sac_fadR,1.0,sac_MW001,,Brock,,(NH4)2SO4(1.3),,"0.2% sucrose, 0.1% tryptone, 10µg/mL uracil",78.0,3.2,Log phase cells,,,,,True,True,True,True,Chrom:sac_fadR,True,True
SRX6762912,2019-09-19 16:33:15,2285,Sulfolobus acidocaldarius,2285,183924,2285,Sulfolobus acidocaldarius,PAIRED,ILLUMINA,NextSeq 500,SRR10026624,SRP187965,PRJNA526225,526225,SRS5311425,SAMN12644761,SRA857651,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,8907448,12644761,GSE128063,GSM4050871,31539494.0,DSM 639,DpyrEF DfadR,Chrom,sac_fadR,2.0,sac_MW001,,Brock,,(NH4)2SO4(1.3),,"0.2% sucrose, 0.1% tryptone, 10µg/mL uracil",78.0,3.2,Log phase cells,,,,,True,True,True,True,Chrom:sac_fadR,True,True
